start,end,today,sectionA/source_type,sectionA/inspection_date,sectionA/inspecting_agency,sectionA/new_inspectig_agency,sectionA/inspected_by,sectionA/district_regions,sectionA/district,sectionA/settlement_name,sectionA/settlement_distance,sectionA/establishing_agency,sectionA/new_establishing_agency,sectionA/establishing_date,sectionA/source_name,sectionA/source_gpspoint,sectionA/_source_gpspoint_latitude,sectionA/_source_gpspoint_longitude,sectionA/_source_gpspoint_altitude,sectionA/_source_gpspoint_precision,sectionA/gps_unit,sectionA/source_north,sectionA/source_east,sectionA/sources_cluster,sectionA/water_use_type,sectionA/water_use_type/rural,sectionA/water_use_type/urban,sectionA/water_source_photo,sectionB/permanent,sectionB/months_used,sectionB/functioning,sectionB/reason_for_non_functioning,sectionB/use_human,sectionB/use_camel,sectionB/use_cattle,sectionB/use_shoats,sectionB/use_agricultural,sectionC/bh_depth,sectionC/casing_type,sectionC/casing_size,sectionC/bh_static_level,sectionC/bh_yield,sectionC/bh_operating_hours,sectionC/bh_draw_down,sectionC/bh_recovery_time,sectionC/dw_depth,sectionC/dw_static_level,sectionC/dw_well_protection,sectionC/dw_yield,sectionC/dw_operating_hours,sectionC/dw_draw_down,sectionC/recovery_time,sectionC/dam_depth,sectionC/dam_length,sectionC/dam_width,sectionC/berkad_depth,sectionC/berkad_length,sectionC/berkad_width,sectionC/spring_protected,sectionC/cumulative_discharge_rate,sectionC/other_depth,sectionC/other_length,sectionC/other_width,sectionC/other_source_yield,sectionC/source_protected,sectionD/reservoir_type,sectionD/reservoir_capacity,sectionD/pipeline_type,sectionD/pipeline_length,sectionD/household_connections,sectionD/water_points_kiosks,sectionD/animal_troughs,sectionD/water_trucking,sectionD/number_of_trucks,sectionD/capacity_of_trucks,sectionD/pump_type,sectionD/pump_model,sectionD/pump_capacity,sectionD/pump_level,sectionD/source_of_power,sectionD/generator_type,sectionD/generator_capacity,sectionD/solar_type,sectionD/solar_capacity,sectionD/supply_system_condition,sectionD/supply_condition_description,sectionE/physical_wq_issues,sectionE/color_odor_smell_description,sectionE/temperature,sectionE/pH,sectionE/ec25,sectionE/tds,sectionE/water_sample_for_additional_analysis,sectionF/management_type,sectionF/WSC,sectionF/WSC_establishment_date,sectionF/WSC_male_members,sectionF/WSC_female_members,sectionF/users_charged_for_water,sectionF/water_cost_human,sectionF/animals_charged_for_water,sectionF/water_cost_camel,sectionF/water_cost_cattle,sectionF/water_cost_sheep_goats,sectionF/operator_name,sectionF/operator_contact,sectionG/intervention_agency,sectionG/new_intervening_agency,sectionG/intervention_description,sectionG/intervention_date,sectionG/currently_required_intervention,Currently Intervention_description Comments,Distance to the Settlement,GPS Coordinates,Water Usage Type,BH Depth,Casing Size,BH depth/SWL,Permanent/moths used,Kiosks,"BH yield, Operating Hrs, and number of water trucks filled",BH dept vs Pump Level,Reservoir capacity,User/Human,User/Agricultural,EC,Water_cost_camel,Water_cost_sheep_goats
2022-03-14T11:41:47.810+03:00,2022-03-24T12:24:33.570+03:00,2022-03-14,borehole,2022-03-14,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed
Barre",mudug,Gaalkacyo,Ceelgardi,0.5,,,2019-03-24,Ceelgardi BH 1,7.261886 47.572429 336.7347412109375 3.216,7.261886,47.572429,336.7347412,3.216,no,,,1,urban rural,TRUE,TRUE,http://classic.ona.io/api/v1/files/25673964?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647247469364.jpg,no,4,no,"For a months, Unknown problem",3000,600,,1000,0,225,pvc,8,,7.5,,,,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,44,Galvanised Steel,40,,5,2,yes,20,8,Submersible Pump,Lowara,,11,Hybrid - Solar/Generator,Parkins,30,,32.4,fair,,no,,,,,,,Communal,yes,2019-03-24,7,4,no,,no,,,,Mohamud abdiweli,907638478,CARE Somalia,,"1. Construction of new elevated tank 
2. Extension of pipelines 
3. Construction of new kiosks
4. Rehabilitation of pump and riser pipes",2022-03-24,1. Construction of latrine.,,,,,,,,,,,,,,,Why was water quality not checked?,,
2022-03-15T17:49:03.562+03:00,2022-03-18T15:15:10.481+03:00,2022-03-15,spring,2022-03-15,"Puntland Ministry of Energy, Minerals and Water",,Eng Mohamed Muse Abdi,bari,Iskushuban,Iskorsaar,0.4,Community_,,2014-07-23,Iskorsaar spring.,9.9572419 50.7000843 244.5 4.7,9.9572419,50.7000843,244.5,4.7,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25509759?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647355904731.jpg,yes,,yes,,1200,100,,800,,,,,,,,,,,,,,,,,,,,,,,no,4,,,,,,Concrete/Masonry tank,10,Galvanised Steel,,,3,1,yes,4,6,Submersible Pump,Lowara,,,Solar,,,,,poor,"The iskorsaar spring distribute water to the elevated water tank.
The elevated water tank distribute water to the kiosks in the village and animal troughs.
At this time the submersible pump has no functioning.
Water can not reach to the tank, and kiosks in the village.",no,,27.8,7.4,2640,1333,,Communal,yes,2016-08-24,4,3,yes,0.02,yes,0.1,,0.5,Shaafici awmuse awcali,907419170,"Puntland Ministry of Energy, Minerals and Water",,Replacement of submersible pump.,2018-06-17,"1: Installation of submersible pump and distribution pipe lines.
2: Generator.
3: Opening the mouth of spring, in order to increase the yield.
4: Construction of spring protection and storage which collect water from spring.
5: Installation of solar power system.
6: Construction of another elevated water tank due demand of animals and society.
7: Construction of caretaker room.",,,,,,,,,,,,,,,,,
2022-03-15T10:30:54.219+03:00,2022-03-22T07:00:08.008+03:00,2022-03-15,borehole,2022-03-15,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed
Barre",mudug,Gaalkacyo,Xarfo,0.5,CARE Somalia,,2011-03-15,Xafro BH 3,7.357073 47.6260741 375.135498046875 4.288,7.357073,47.6260741,375.135498,4.288,no,,,5,urban rural,TRUE,TRUE,http://classic.ona.io/api/v1/files/25603690?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647329646974.jpg,yes,,yes,,6300,500,,1500,0,250,pvc,8,,8,16,,3,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,140,PVC,3500,900,0,0,no,,,Submersible Pump,Lowara,15,220,Generator,Parkins,45,,,fair,,no,,,,,,,Utility/Local Authority,,,,,yes,0.05,yes,0.1,,0.1,Mohamed jama warsame,907791274,,,,,1. Full rehabilitation.,,,,,,,,,,,,,,,Why was water quality not checked?,,
2022-03-15T11:31:16.908+03:00,2022-03-24T11:28:58.240+03:00,2022-03-15,borehole,2022-03-15,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed 
Barre",nugaal,Burtinle,Faratooyo,1.5,United Nations Children's Fund,,2021-10-15,Faratooyo BH,7.5458481 47.7593569 367.5533447265625 3.216,7.5458481,47.7593569,367.5533447,3.216,no,,,1,urban rural,TRUE,TRUE,http://classic.ona.io/api/v1/files/25673996?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647333687416.jpg,yes,,yes,,3500,1500,,5000,0,300,pvc,8,168,14.4,15,,3,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,20,Galvanised Steel,50,,3,2,yes,10,8,Submersible Pump,Lowara,15,264,Hybrid - Solar/Generator,Parkins,45,CN-TY-M350,25.2,good,,yes,Colorless and odorless,35.5,7.61,3050,1523,,Communal,no,,,,yes,0.05,yes,0.1,,0.1,,,United Nations Children's Fund,,"1. Construction of elevated water tank, koisks and animal troughts and installation of solar power.",2021-08-24,,,,,,,,,,,,,,,,,,
2022-03-15T12:35:26.682+03:00,2022-03-23T06:39:44.848+03:00,2022-03-15,borehole,2022-03-15,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed
Barre",nugaal,Burtinle,Godobyar,1.3,International Rescue Committee,,2021-03-15,Godobyar BH,7.6284364 47.6309913 451.87158203125 4.288,7.6284364,47.6309913,451.871582,4.288,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25633704?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647337127041.jpg,yes,,yes,,14000,1200,,5000,0,282,pvc,8,150,13.85,12,216,3,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,34,Stainless Steel,3000,25,3,2,yes,6,8,Submersible Pump,Lowara,11,243,Hybrid - Solar/Generator,Parkins,45,CN-TY-M350,25.2,good,,yes,Colorless and odorless ,36.1,7.1,3100,1590,,Communal,yes,2021-03-15,3,2,yes,0.05,yes,0.1,,0.1,Said Mohamud farah,907782853,International Rescue Committee,,"1. Construction of koisks, water tank and animal troughts",2021-03-15,1. Fuel supporting.,,,,,,,,,,,,,,,,,
2022-03-15T08:18:17.762+03:00,2022-03-22T06:48:39.640+03:00,2022-03-15,borehole,2022-03-15,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed
Barre",mudug,Gaalkacyo,Beer dhagaxtuur,700,Private,,2019-03-15,Dhagaxtuur BH,7.4595648 47.4101372 408.9759521484375 4.716,7.4595648,47.4101372,408.9759521,4.716,no,,,1,urban rural,TRUE,TRUE,http://classic.ona.io/api/v1/files/25603562?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647321722521.jpg,yes,,yes,,4900,500,,1200,0,340,pvc,8,,11,12,,3,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,20,PVC,1300,21,1,1,yes,4,8,Submersible Pump,Lowara,16.5,250,Hybrid - Solar/Generator,Parkins,45,BR_M330W,23.1,fair,Poor of koisks and animal troughts,yes,Colorless and odorless,28.6,7.72,1545,765,,Communal,yes,2019-03-15,7,0,yes,0.05,yes,0.1,,0.1,Geelle mire farah,907420163,Norwegian Refugee Council,,"1. Construction of new elevated tank 
2. Construction of koisk.
3. Construction generator room.",2021-03-15,"1. Construction of animal troughts 
2. Construction of koisks
3. Extension pipelines.",," the sources is 700 Km, away how is this possible?",,,,,,,,,,,,,,,
2022-03-15T14:34:18.858+03:00,2022-04-06T13:44:39.556+03:00,2022-03-15,dugwell,2022-03-15,"Puntland Ministry of Energy, Minerals and Water",,Eng Mohamed Muse Abdi,bari,Bandarbeyla,Biyo guduud,0.3,"Puntland Ministry of Energy, Minerals and Water",,2014-08-15,Biyo guduud dug well,9.8131617 50.5917667 271.90000000000003 5.0,9.8131617,50.5917667,271.9,5,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25997166?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647347021031.jpg,yes,,yes,,600,150,,700,,,,,,,,,,9,8.5,yes,2,10,,,,,,,,,,,,,,,,Concrete/Masonry tank,18,PVC,100,,4,2,no,,,Submersible Pump,Lowara,,6,Hybrid - Solar/Generator,KINGMAN,11.5,,,poor,"The yield is low.
The village has no water supply",no,,30.9,7.9,827,413,,Communal,no,,,,no,,yes,0.1,,0.1,Ayaanle saciid cali,907601773,Islamic Relief Somalia,,"1.Construction of two rooms, full rehabilitation of pipelines and kiosks and troughs,
2.Supplied solar power system and generator.",2021-08-08,"1.To digg the current well deep in order to increase its yield.
2. Another water tank, the current water tank is not enough.
3.the solar Fencing is plastic and they asked for a wire Fencing.",,,,,,,,,,,,,,,,,
2022-03-15T10:19:03.897+03:00,2022-03-22T06:52:31.688+03:00,2022-03-15,borehole,2022-03-15,"Puntland Ministry of Energy, Minerals and Water",,"Khdra
Mohamed
Barre",mudug,Gaalkacyo,Xarfo,,WDA - Water Development Agency,,1986-03-15,Xarfo BH 1,7.3554649 47.6261302 382.09942626953125 4.716,7.3554649,47.6261302,382.0994263,4.716,no,,,4,urban rural,TRUE,TRUE,http://classic.ona.io/api/v1/files/25603689?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647328880808.jpg,yes,,yes,,6300,950,,2000,0,196,pvc,8,45,12,20,,2,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,140,PVC,4000,900,1,4,yes,40,8,Submersible Pump,Lowara,15,165,Hybrid - Solar/Generator,Parkins,45,JY400M72-H,24,fair,,yes,Colorless and odorless,32.8,7.28,2845,1435,,Utility/Local Authority,,,,,yes,0.05,no,,,,Mohamud daad ali,907706676,,,,,"1. Rehabilitation of generator 
2. Construction of koisks 
3. Extension pipelines",,,,,,,,,,,,,,,,,
2022-03-15T09:47:28.552+03:00,2022-03-23T06:44:17.723+03:00,2022-03-15,borehole,2022-03-15,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed 
Barre
",mudug,Gaalkacyo,Xarfo,,United Nations Children's Fund,,2021-02-15,Xafro BH 4,7.3565719 47.615313 371.2220458984375 3.216,7.3565719,47.615313,371.2220459,3.216,no,,,4,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/25633703?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647327038523.jpg,yes,,yes,,6300,,,,,220,pvc,8,140,14,10,,0,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,300,PVC,2500,900,0,0,no,,,Submersible Pump,Grandfoss,15,180,Generator,CEOLMO,45,,,good,,yes,Colorless and odorless,31.5,7.81,1800,895,,Utility/Local Authority,,,,,yes,0.05,no,,,,Mohamud jama warsame,907791274,United Nations Children's Fund,,1. Construction of elevated water tank,2021-09-15,"1. Fancing.
2. Installation of solar power.
3. Fuel supporting.",,,,,,,,,,,,,,,,,
2022-03-15T10:49:36.880+03:00,2022-03-23T08:06:56.403+03:00,2022-03-15,borehole,2022-03-15,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed
Barre",mudug,Gaalkacyo,Xarfo,,ISRC - Islamic Relief Committee,,2010-03-23,GCepd,7.3479946 47.6172799 367.3372802734375 4.015,7.3479946,47.6172799,367.3372803,4.015,no,,,4,urban rural,TRUE,TRUE,http://classic.ona.io/api/v1/files/25634841?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647330992904.jpg,yes,,yes,,600,0,0,0,40,185,pvc,8,,4.5,12,,8,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,20,Galvanised Steel,560,5,1,0,no,,,Submersible Pump,Lowara,7.5,150,Generator,IVECO ,30,,,poor,,yes,Colorless and odorless ,34.1,8.1,2405,1611,,Private/Individual,,,,,no,,no,,,,Khalif diiriye cusmaan,907788968,,,,,"1. Poor yield flanching borehole.
2.  Rehabilitation of riser pipes.
3. Observation of borehole.
4. Operation tools.
5. Construction of generator room and caretaker room.
",,,,,,,,,,,,,,"Please confirm the acreage, in Ha",,,
2022-03-15T10:03:39.621+03:00,2022-03-22T06:55:24.011+03:00,2022-03-15,borehole,2022-03-15,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
M9hamed
Barre",mudug,Gaalkacyo,Xarfo,,WDA - Water Development Agency,,1986-03-15,Xarfo BH 2,7.3467858 47.6165108 372.831298828125 4.459,7.3467858,47.6165108,372.8312988,4.459,no,,,4,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/25603686?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647327962983.jpg,yes,,yes,,6300,,,,,193,pvc,8,,4,5,,5,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,16,PVC,2500,900,0,0,yes,5,8,Submersible Pump,,7.5,170,Generator,Parkins,30,,,poor,Poor water supply,yes,Colorless and odorless,32.5,7.68,2295,1145,,Utility/Local Authority,,,,,no,,no,,,,Abdiqaadir muse hasan,907281781,,,,,"1. Drilling new borehole.
2. Full rehabilitation of water supply.
3. Installation of solar power.",,,,,,,,,,,,,,,,,
2022-03-15T09:21:19.735+03:00,2022-03-18T16:03:27.282+03:00,2022-03-15,spring,2022-03-15,"Puntland Ministry of Energy, Minerals and Water",,Eng Mohamed Muse abdi,bari,Iskushuban,Jaceel,0.5,not_specified,Natural spring.,,Jaceel spring.,10.2863653 50.2337858 232.10000000000002 3.85,10.2863653,50.2337858,232.1,3.85,no,,,3,rural,TRUE,FALSE,http://classic.ona.io/api/v1/files/25510534?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647325569683.jpg,yes,,yes,,1800,250,,3000,1,,,,,,,,,,,,,,,,,,,,,,no,15,,,,,,,,,,,,,yes,15,9,,,,,,,,,,poor,"The jaceel spring is used water trucking only.
There is no distribution pipe lines, elevated water tank.
No submersible pump.",no,,29,7.9,2000,1000,,,,,,,no,,no,,,,,,,,,,It's required To make sure the hygiene of the spring crucial.,,,,,,,,,,,,,,,,,
2022-03-16T14:36:45.601+03:00,2022-03-27T06:03:10.930+03:00,2022-03-16,borehole,2022-03-16,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed 
Barre",nugaal,Burtinle,Jalam,0.7,ISRC - Islamic Relief Committee,,2018-03-16,Jalam BH,7.8375586 48.0107914 557.082275390625 4.288,7.8375586,48.0107914,557.0822754,4.288,no,,,1,urban rural,TRUE,TRUE,http://classic.ona.io/api/v1/files/25757357?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647430775268.jpg,yes,,yes,,4000,1500,0,2500,,400,pvc,8,,9,16,,3,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,24,Galvanised Steel,50,,1,2,yes,16,8,Submersible Pump,Lowara,15,360,Hybrid - Solar/Generator,Parkins,60,SZYL-M330-36,23.1,fair,,yes,Colorless and odorless ,34.1,6.8,5405,2708,Sampled,Communal,no,,,,yes,0.05,yes,0.2,,0.2,Ali mohamed ismaail,907713629,not_specified,,1. Installation of solar power,2016-03-16,"1. Rehabilitation of pump.
2. Rehabilitation of generator.
3. Construction of koisks.",,,,,,,,,,,,,,,,,
2022-03-16T10:56:44.314+03:00,2022-03-23T07:05:08.755+03:00,2022-03-16,borehole,2022-03-16,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
M9hamed
Barre",nugaal,Burtinle,Burtinle,,World Vision,,2012-03-16,Burtinle BH hanad 2,7.6404808 47.8134757 442.333251953125 4.824,7.6404808,47.8134757,442.333252,4.824,no,,,3,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25634085?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647417571167.jpg,yes,,yes,,20000,5000,500,2000,0,420,pvc,8,,12,20,,3.3,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,375,PVC,5000,3200,,2,yes,10,8,Submersible Pump,Lowara,22,322,Generator,Parkins,65,,,fair,Needs rehabilitation of animal troughts,yes,Colorless and odorless,31.5,7.8,2200,1474,,Private-Public-Partnership,,,,,yes,0.05,yes,0.1,0.1,0.1,Muxyadiin mogamed xaashi,907754711,,,,,"1. Rehabilitation of pump and riser pipes 
2. Rehabilitation of cables.",,,,,,,,,,,,,,,,,
2022-03-16T08:54:36.238+03:00,2022-04-08T17:14:44.260+03:00,2022-03-16,spring,2022-03-16,"Puntland Ministry of Energy, Minerals and Water",,Eng Mohamed Muse Abdi,bari,Iskushuban,Baar madoobe,3,Community,,2014-08-18,Qansax spring.,10.0566885 50.8887453 -34.0 4.62,10.0566885,50.8887453,-34,4.62,no,,,1,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/26041572?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647412775877.jpg,yes,,yes,,600,,,,,,,,,,,,,,,,,,,,,,,,,,no,1,,,,,,Concrete/Masonry tank,12,PVC,,,,,no,,,,,,,,,,,,poor,"The yield is very low.
The diameter of distribution pipe line is very low.
No kiosks.
No elevated water tank.",no,,27.9,8.9,2590,1296,,Private/Individual,,,,,yes,0.2,,,,,Cabdi Cumar Xaji Nuux,907356537,Community,,Placement of 0.5 diameter PVC  distribution pipe line.,2013-06-18,"1: Construction of storage water tank.
2: Digging the deep of the spring in order to increase yield.
3: Pipe lines.
4: emergency water trucking.
5: Construction of another borehole",,,,,,,,,,,,,,,,,
2022-03-16T16:11:01.800+03:00,2022-03-18T15:41:03.942+03:00,2022-03-16,spring,2022-03-16,"Puntland Ministry of Energy, Minerals and Water",,Eng Mohamed Muse Abdi,bari,Iskushuban,Foocaar,7,United Nations Children's Fund,,2005-09-21,Lodhuda spring,10.3309356 50.8652081 9.5 4.94,10.3309356,50.8652081,9.5,4.94,no,,,4,urban rural,TRUE,TRUE,http://classic.ona.io/api/v1/files/25509772?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647437137096.jpg,yes,,yes,,1500,200,,1000,,,,,,,,,,,,,,,,,,,,,,,yes,0.5,,,,,,Concrete/Masonry tank,10,Galvanised Steel,,,,,no,,,,,,,,,,,,poor,"The yield is low.
No submersible pump, solar power installation and generator.
",no,,29.6,7.6,1740,875,,Communal,no,,,,yes,0.1,no,,,,Burhaan koore cumar,907445917,"Puntland Ministry of Energy, Minerals and Water",,Replacement of distribution pipe lines.,2019-10-24,"1: To asset a way of increasing the yield of water, or provide another way of water sources.
2: Distribution pipe line and its accessories such as valves, tee, elbow, couple.
3: Construction of a dug well or distribution of water from another spring which is far from the village to 10 kilometer, due to water demand 
5: Construction of elevated water tank and kiosks.",,,,,,,,,,,,,,,,,
2022-03-16T11:12:24.023+03:00,2022-03-23T06:58:25.903+03:00,2022-03-16,borehole,2022-03-16,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed Barre",nugaal,Burtinle,Burtinle,0.8,not_specified,MAWASU,2015-03-16,Hanad 1,7.6383332 47.8092241 476.18115234375 4.824,7.6383332,47.8092241,476.1811523,4.824,no,,,3,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/25634087?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647418546090.jpg,yes,,yes,,22400,,,,,430,pvc,8,,15,20,,3,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,350,PVC,3000,3200,,,yes,10,8,Submersible Pump,Lowara,26.5,322,Hybrid - Solar/Generator,Parkins,100,GPS-300-360,37.8,fair,,yes,Colorless and odorless ,33.8,7.51,2050,1373.5,,Private-Public-Partnership,,,,,yes,0.05,no,,,,Muxyadiin mohamed xaashi,907754711,KAALO Relief and Development,,1. Installation of solar power.,2020-01-16,"1. Construction of new elevated tank 
2. Rehabilitation of pump and riser pipes 
3. Construction of animal troughts.
4. Rehabilitation of generator",,,,,,,,,,,,,,,,,
2022-03-16T11:26:45.613+03:00,2022-03-27T05:56:04.064+03:00,2022-03-16,borehole,2022-03-16,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed
Barre",nugaal,Burtinle,Burtinle,1.5,United Nations Children's Fund,,2020-03-16,Hanad BH 3,7.646383 47.8075501 482.8145751953125 4.502,7.646383,47.8075501,482.8145752,4.502,no,,,3,urban,FALSE,TRUE,http://classic.ona.io/api/v1/files/25757353?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647419308214.jpg,yes,,yes,,22000,,,,,408,pvc,8,244,12,18,69,3,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,375,PVC,2500,3500,0,0,yes,8,8,Submersible Pump,Lowara,22,360,Hybrid - Solar/Generator,Parkins,65,BYD400MIK-36,43.2,good,,yes,Colorless and odorless,36.2,7.32,2380,1205,Sampled,Private-Public-Partnership,,,,,yes,0.05,no,,,,Muxyadiin mohamed haashi,907754711,,,1. Installation of solar power,2021-03-27,1. Fencing around borehole,,,,,,,,,,,,,,,,,
2022-03-16T07:32:15.915+03:00,2022-03-21T07:00:08.073+03:00,2022-03-16,borehole,2022-03-16,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed
Barre",mudug,Gaalkacyo,Ballanbal,1.5,not_specified,Charity,2018-03-16,Ballanbal BH,7.4375285 48.140286 426.6119384765625 3.216,7.4375285,48.140286,426.6119385,3.216,no,,,1,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25574981?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647405489453.jpg,yes,,yes,,3500,300,,1500,0,354,pvc,8,,9,12,,3,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,44,Galvanised Steel,50,,1,2,yes,10,8,Submersible Pump,Lowara,18.5,339,Hybrid - Solar/Generator,Parkins,100,GPS-300-360,37.8,poor,Shortage of koisks and pipelines ,yes,"Turbidity greater than 10, colorness",33.8,7.51,2050,1015,Sampled,Communal,no,,,,yes,0.05,no,,,,Abdi guuleed,907390232,,,,,"1. Rehabilitation of generator. 
2. Rehabilitation of pump and riser pipes. 
3. Installation of solar power 
4. Construction of koisks. And extension of pipelines.
5. Fuel supporting.
6. Operator supporting.",,,,,,,,,,,,,,,,,
2022-03-16T11:59:42.781+03:00,2022-03-23T07:16:40.636+03:00,2022-03-16,borehole,2022-03-16,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed
Barre",nugaal,Burtinle,Burtinle,1.5,,,2007-03-16,Ceel weyne Burtinle BH,7.6233361 47.8358061 414.3999938964844 4.288,7.6233361,47.8358061,414.3999939,4.288,no,,,1,urban rural,TRUE,TRUE,http://classic.ona.io/api/v1/files/25634089?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647421417748.jpg,yes,,no,Because of generator less than month,1000,800,,1500,,375,pvc,8,,18,,,2,,,,,,,,,,,,,,,,,,,,,Concrete/Masonry tank,26,Galvanised Steel,50,,1,1,yes,,,Submersible Pump,Lowara,15,332,Generator,Parkins,45,,,poor,Strong rehabilitation needed,no,,,,,,,Private/Individual,,,,,yes,0.05,no,,,,Shirdoon jama cawl,907771796,,,,,"1. Emergency ( absolutely needed strong rehabilitation).
2. Rehabilitation of generator 
3. Rehabilitation of pipes and pump.
4. Fancing.
5. Construction of animal troughts 
6. Fuel supporting.
7. Installation of solar power.",,,,,,,,,,,,,,,Why was water quality not checked?,,
2022-03-16T16:34:26.389+03:00,2022-03-27T06:06:05.572+03:00,2022-03-16,borehole,2022-03-16,"Puntland Ministry of Energy, Minerals and Water",,"Khadra
Mohamed
Barre",nugaal,Garowe,Kalabayr,1.3,ISRC - Islamic Relief Committee,,2018-03-16,Kalabayr BH,7.9637445 48.0953098 648.3424072265625 4.556,7.9637445,48.0953098,648.3424072,4.556,no,,,2,urban rural,TRUE,TRUE,http://classic.ona.io/api/v1/files/25757358?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647438049953.jpg,no,,abandoned,"Since a years, for borehole problem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,Communal,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,Why was water quality not checked?,,
2022-03-16T17:04:49.266+03:00,2022-04-06T14:36:56.898+03:00,2022-03-16,dugwell,2022-03-16,"Puntland Ministry of Energy, Minerals and Water",,Eng Mohamed Muse Abdi,bari,Iskushuban,Foocaar,1,Community_,,2010-06-09,Foocar dugwell,10.3218048 50.9010681 -45.7 4.92,10.3218048,50.9010681,-45.7,4.92,no,,,4,rural urban,TRUE,TRUE,http://classic.ona.io/api/v1/files/25998776?filename=faoso/attachments/553460_Water_Sources_Data_Form_Oct_2020/1647439672368.jpg,yes,,no,"15/06/2021
Due to the drought the dugwell become unfunctioning.",,300,,700,,,,,,,,,,2,,no,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poor,"The yield is low.
No solar power system.
No generator 
No storage tank.",no,,,,,,,,,,,,no,,no,,,,,,Community_e,,Cleaning the deep of the dug well,2021-01-06,"1: Digging the deep of the well in order to increase the yield.
2: Solar power installation
3: Generator 
4: Construction of elevated water tank.
5: Installation of submersible and raising pipes
6: Extention of distribution pipe line in to the village",,,,,,,,,,,,,,,Why was water quality not checked?,,
